id,domain,raw_command,tokens,annotator_boundary_labels,annotator_task_token_labels,notes
CK-1698,dosya_yazılım_geliştirme,sürüm kontrol görünümünü aç ardından yeni etiket oluştur,"[""sürüm"", ""kontrol"", ""görünümünü"", ""aç"", ""ardından"", ""yeni"", ""etiket"", ""oluştur""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""O"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-1235,dosya_yazılım_geliştirme,terminali açıp test komutunu yazıp entera bas,"[""terminali"", ""açıp"", ""test"", ""komutunu"", ""yazıp"", ""entera"", ""bas""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-3589,dosya_yazılım_geliştirme,hata satırını bul onu seç,"[""hata"", ""satırını"", ""bul"", ""onu"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""SEÇ"",""SEÇ""]",
CK-1862,dosya_yazılım_geliştirme,terminalde echo erişilebilir komut arayüzü testi yaz enter bas,"[""terminalde"", ""echo"", ""erişilebilir"", ""komut"", ""arayüzü"", ""testi"", ""yaz"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-1679,ofis_metin_düzenleme,denklem satırını bulup seçerek yeni formül yaz,"[""denklem"", ""satırını"", ""bulup"", ""seçerek"", ""yeni"", ""formül"", ""yaz""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""BUL"",""BUL"",""BUL"",""SEÇ"",""YAZ"",""YAZ"",""YAZ""]",
CK-2828,temel_bilgisayar,dosyayı silme pencereyi kapat ve masaüstüne geç,"[""dosyayı"", ""silme"", ""pencereyi"", ""kapat"", ""ve"", ""masaüstüne"", ""geç""]","[""O"",""O"",""B-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""KAPAT"",""KAPAT"",""O"",""GEÇ"",""GEÇ""]",
CK-3319,temel_bilgisayar,erişim ayarını aç kontrastı artır pencereyi kaydır,"[""erişim"", ""ayarını"", ""aç"", ""kontrastı"", ""artır"", ""pencereyi"", ""kaydır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""ARTIR"",""ARTIR"",""KAYDIR"",""KAYDIR""]",
CK-3014,ofis_metin_düzenleme,dosyayı silme çıktı alabilir miyiz,"[""dosyayı"", ""silme"", ""çıktı"", ""alabilir"", ""miyiz""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""YAZDIR"",""YAZDIR"",""YAZDIR""]",
CK-3124,dosya_yazılım_geliştirme,boş bir config dosyası oluşturalım mı,"[""boş"", ""bir"", ""config"", ""dosyası"", ""oluşturalım"", ""mı""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-2290,dosya_yazılım_geliştirme,branchi sil yok hayır yeni branch oluştur adını deneme yap,"[""branchi"", ""sil"", ""yok"", ""hayır"", ""yeni"", ""branch"", ""oluştur"", ""adını"", ""deneme"", ""yap""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-3658,dosya_yazılım_geliştirme,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,"[""log"", ""dosyasını"", ""açma"", ""sadece"", ""error"", ""satırlarını"", ""ara"", ""ve"", ""çıktıyı"", ""yazdır""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""ARA"",""ARA"",""ARA"",""O"",""YAZDIR"",""YAZDIR""]",
CK-1719,tarayıcı_internet,gogıl drive arşiv klasörüne git zip dosyasını indir,"[""gogıl"", ""drive"", ""arşiv"", ""klasörüne"", ""git"", ""zip"", ""dosyasını"", ""indir""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GİT"",""GİT"",""GİT"",""GİT"",""GİT"",""İNDİR"",""İNDİR"",""İNDİR""]",
CK-2398,dosya_yazılım_geliştirme,proje klasörüne git logs klasörünü aç bugünkü logu seç,"[""proje"", ""klasörüne"", ""git"", ""logs"", ""klasörünü"", ""aç"", ""bugünkü"", ""logu"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""GİT"",""GİT"",""GİT"",""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2614,temel_bilgisayar,pil simgesine tıkla güç modunu değiştirme sadece tasarrufu artır,"[""pil"", ""simgesine"", ""tıkla"", ""güç"", ""modunu"", ""değiştirme"", ""sadece"", ""tasarrufu"", ""artır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""TIKLA"",""TIKLA"",""TIKLA"",""O"",""O"",""O"",""O"",""ARTIR"",""ARTIR""]",
CK-3722,temel_bilgisayar,bu kısayolun adını değiştirme sadece başka klasöre taşı,"[""bu"", ""kısayolun"", ""adını"", ""değiştirme"", ""sadece"", ""başka"", ""klasöre"", ""taşı""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-3147,dosya_yazılım_geliştirme,yeni model dosyası oluşturabilir miyiz adını prediction yap,"[""yeni"", ""model"", ""dosyası"", ""oluşturabilir"", ""miyiz"", ""adını"", ""prediction"", ""yap""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR""]",
CK-1214,tarayıcı_internet,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,"[""sekmeyi"", ""kapat"", ""değil"", ""onu"", ""değil"", ""önce"", ""sonraki"", ""sekmeye"", ""geç"", ""sonra"", ""kapat""]","[""O"",""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK""]","[""O"",""O"",""O"",""O"",""O"",""O"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""O"",""KAPAT""]",
CK-2894,temel_bilgisayar,şunu yanlış yaptım pencereyi kapatma masaüstüne geç başlatı aç ayarlar yaz enter bas pencereyi büyüt,"[""şunu"", ""yanlış"", ""yaptım"", ""pencereyi"", ""kapatma"", ""masaüstüne"", ""geç"", ""başlatı"", ""aç"", ""ayarlar"", ""yaz"", ""enter"", ""bas"", ""pencereyi"", ""büyüt""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""GEÇ"",""GEÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""ENTER"",""ENTER"",""BÜYÜT"",""BÜYÜT""]",
CK-1739,ofis_metin_düzenleme,grafiği kopyalama yok veri etiketini seç rengini değiştir,"[""grafiği"", ""kopyalama"", ""yok"", ""veri"", ""etiketini"", ""seç"", ""rengini"", ""değiştir""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""DEĞİŞTİR"",""DEĞİŞTİR""]",
CK-2038,tarayıcı_internet,yükleme penceresini açarak ek dosyayı seçip sisteme yükle,"[""yükleme"", ""penceresini"", ""açarak"", ""ek"", ""dosyayı"", ""seçip"", ""sisteme"", ""yükle""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""YÜKLE"",""YÜKLE""]",
CK-2311,temel_bilgisayar,ayarlar penceresini açıp erişilebilirlik bölümüne giderek kontrastı artır,"[""ayarlar"", ""penceresini"", ""açıp"", ""erişilebilirlik"", ""bölümüne"", ""giderek"", ""kontrastı"", ""artır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""ARTIR"",""ARTIR""]",
CK-3299,dosya_yazılım_geliştirme,src klasörüne geç servis dosyası oluştur adını auth yap kaydet,"[""src"", ""klasörüne"", ""geç"", ""servis"", ""dosyası"", ""oluştur"", ""adını"", ""auth"", ""yap"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""KAYDET""]",
CK-2654,tarayıcı_internet,arama sonucu sayfasını yenileme dur ikinci başlığı seç,"[""arama"", ""sonucu"", ""sayfasını"", ""yenileme"", ""dur"", ""ikinci"", ""başlığı"", ""seç""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2536,tarayıcı_internet,şu sağ üstteki menüyü açarak çeviri seçeneğine gidip Türkçe seç,"[""şu"", ""sağ"", ""üstteki"", ""menüyü"", ""açarak"", ""çeviri"", ""seçeneğine"", ""gidip"", ""Türkçe"", ""seç""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""SEÇ"",""SEÇ""]",
CK-2391,dosya_yazılım_geliştirme,komut paletini aç format yaz ilk seçeneği seç kaydet,"[""komut"", ""paletini"", ""aç"", ""format"", ""yaz"", ""ilk"", ""seçeneği"", ""seç"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""SEÇ"",""SEÇ"",""SEÇ"",""KAYDET""]",
CK-3552,tarayıcı_internet,adres satırına geç mevcut adresi seç sil yeni adresi yapıştır enter bas,"[""adres"", ""satırına"", ""geç"", ""mevcut"", ""adresi"", ""seç"", ""sil"", ""yeni"", ""adresi"", ""yapıştır"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""SİL"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR"",""ENTER"",""ENTER""]",
CK-3048,dosya_yazılım_geliştirme,src içine geçelim yeni deneme dosyası oluşturalım,"[""src"", ""içine"", ""geçelim"", ""yeni"", ""deneme"", ""dosyası"", ""oluşturalım""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-2415,temel_bilgisayar,dosyayı silme dur dosyayı seç adını kopyala,"[""dosyayı"", ""silme"", ""dur"", ""dosyayı"", ""seç"", ""adını"", ""kopyala""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""SEÇ"",""SEÇ"",""KOPYALA"",""KOPYALA""]",
CK-3711,temel_bilgisayar,imleç boyutunu büyük yapma orta ayara getir,"[""imleç"", ""boyutunu"", ""büyük"", ""yapma"", ""orta"", ""ayara"", ""getir""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ""]",
CK-2762,ofis_metin_düzenleme,Excelde seçili aralığı kesmeden aralığı seç yeni sayfaya taşı,"[""Excelde"", ""seçili"", ""aralığı"", ""kesmeden"", ""aralığı"", ""seç"", ""yeni"", ""sayfaya"", ""taşı""]","[""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""O"",""O"",""SEÇ"",""SEÇ"",""TAŞI"",""TAŞI"",""TAŞI""]",
CK-1211,temel_bilgisayar,klasörü sil yok hayır silme adını arşiv yap ve kaydet,"[""klasörü"", ""sil"", ""yok"", ""hayır"", ""silme"", ""adını"", ""arşiv"", ""yap"", ""ve"", ""kaydet""]","[""O"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK""]","[""O"",""O"",""O"",""O"",""O"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""O"",""KAYDET""]",
CK-3550,tarayıcı_internet,yeni sekme aç üniversite sitesine git duyurular kelimesini ara,"[""yeni"", ""sekme"", ""aç"", ""üniversite"", ""sitesine"", ""git"", ""duyurular"", ""kelimesini"", ""ara""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""GİT"",""GİT"",""GİT"",""ARA"",""ARA"",""ARA""]",
CK-2931,temel_bilgisayar,şu uyarı metnini kopyala ama buraya yapıştırma yerine panoya yapıştır,"[""şu"", ""uyarı"", ""metnini"", ""kopyala"", ""ama"", ""buraya"", ""yapıştırma"", ""yerine"", ""panoya"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""KOPYALA"",""KOPYALA"",""KOPYALA"",""KOPYALA"",""O"",""O"",""O"",""O"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-3412,temel_bilgisayar,imleci sağa kaydır boşluk bırak,"[""imleci"", ""sağa"", ""kaydır"", ""boşluk"", ""bırak""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAYDIR"",""KAYDIR"",""KAYDIR"",""BOŞLUK"",""BOŞLUK""]",
CK-1853,tarayıcı_internet,şu form alanına ad soyad yaz gönder,"[""şu"", ""form"", ""alanına"", ""ad"", ""soyad"", ""yaz"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-2928,temel_bilgisayar,şu pencereyi küçültür müsün bir de sesi azıcık azalt,"[""şu"", ""pencereyi"", ""küçültür"", ""müsün"", ""bir"", ""de"", ""sesi"", ""azıcık"", ""azalt""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""KÜÇÜLT"",""KÜÇÜLT"",""KÜÇÜLT"",""KÜÇÜLT"",""O"",""O"",""AZALT"",""AZALT"",""AZALT""]",
CK-3499,dosya_yazılım_geliştirme,terminali kapat paketi indir kurulumu yinele raporu gönder,"[""terminali"", ""kapat"", ""paketi"", ""indir"", ""kurulumu"", ""yinele"", ""raporu"", ""gönder""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""KAPAT"",""KAPAT"",""İNDİR"",""İNDİR"",""YİNELE"",""YİNELE"",""GÖNDER"",""GÖNDER""]",
CK-1287,temel_bilgisayar,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,"[""ayarları"", ""açıp"", ""klavye"", ""bölümüne"", ""giderek"", ""tekrar"", ""hızını"", ""azalt""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""AZALT"",""AZALT"",""AZALT""]",
CK-3701,dosya_yazılım_geliştirme,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,"[""terminal"", ""sekmesine"", ""geç"", ""pip"", ""install"", ""komutunu"", ""yaz"", ""boşluk"", ""bırak"", ""paket"", ""adını"", ""yapıştır"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""YAZ"",""YAZ"",""YAZ"",""YAZ"",""BOŞLUK"",""BOŞLUK"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR"",""ENTER"",""ENTER""]",
CK-2356,ofis_metin_düzenleme,sunumda üçüncü slayta geç sağdaki görseli seç biraz küçült,"[""sunumda"", ""üçüncü"", ""slayta"", ""geç"", ""sağdaki"", ""görseli"", ""seç"", ""biraz"", ""küçült""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""GEÇ"",""GEÇ"",""SEÇ"",""SEÇ"",""SEÇ"",""KÜÇÜLT"",""KÜÇÜLT""]",
CK-2401,dosya_yazılım_geliştirme,terminalde son komutu yinele hata çıkarsa çıktıyı seç kopyala,"[""terminalde"", ""son"", ""komutu"", ""yinele"", ""hata"", ""çıkarsa"", ""çıktıyı"", ""seç"", ""kopyala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""B-TASK"",""I-TASK"",""B-TASK""]","[""YİNELE"",""YİNELE"",""YİNELE"",""YİNELE"",""O"",""O"",""SEÇ"",""SEÇ"",""KOPYALA""]",
CK-1892,temel_bilgisayar,imleç boyutunu artır kontrast değerini artır ayarı kaydet,"[""imleç"", ""boyutunu"", ""artır"", ""kontrast"", ""değerini"", ""artır"", ""ayarı"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""ARTIR"",""ARTIR"",""ARTIR"",""ARTIR"",""ARTIR"",""ARTIR"",""KAYDET"",""KAYDET""]",
CK-2319,temel_bilgisayar,denetim masasını aç fare ayarlarına git işaretçi hızını azalt,"[""denetim"", ""masasını"", ""aç"", ""fare"", ""ayarlarına"", ""git"", ""işaretçi"", ""hızını"", ""azalt""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""GİT"",""GİT"",""GİT"",""AZALT"",""AZALT"",""AZALT""]",
CK-3267,ofis_metin_düzenleme,notun sonuna boşluk bırak açıklama yaz gönder,"[""notun"", ""sonuna"", ""boşluk"", ""bırak"", ""açıklama"", ""yaz"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""BOŞLUK"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-2838,ofis_metin_düzenleme,başlığı seçme ikinci paragrafı seç ve keser misin,"[""başlığı"", ""seçme"", ""ikinci"", ""paragrafı"", ""seç"", ""ve"", ""keser"", ""misin""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""O"",""KES"",""KES""]",
CK-1589,tarayıcı_internet,ya bi önceki sekmeye geçip şu onay kutusuna tıkla,"[""ya"", ""bi"", ""önceki"", ""sekmeye"", ""geçip"", ""şu"", ""onay"", ""kutusuna"", ""tıkla""]","[""O"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""O"",""O"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""TIKLA"",""TIKLA"",""TIKLA"",""TIKLA""]",
CK-2195,dosya_yazılım_geliştirme,terminale giti statüs yaz değişen dosyaları seç komiti gönder,"[""terminale"", ""giti"", ""statüs"", ""yaz"", ""değişen"", ""dosyaları"", ""seç"", ""komiti"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""YAZ"",""YAZ"",""YAZ"",""YAZ"",""SEÇ"",""SEÇ"",""SEÇ"",""GÖNDER"",""GÖNDER""]",
CK-3889,dosya_yazılım_geliştirme,proje klasöründe temp_outputs diye yeni klasör oluştur,"[""proje"", ""klasöründe"", ""temp_outputs"", ""diye"", ""yeni"", ""klasör"", ""oluştur""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK""]","[""GEÇ"",""GEÇ"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR""]",
CK-1765,temel_bilgisayar,paylaşım penceresini açıp alıcıyı yazarak gönder,"[""paylaşım"", ""penceresini"", ""açıp"", ""alıcıyı"", ""yazarak"", ""gönder""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""YAZ"",""YAZ"",""GÖNDER""]",
CK-1248,ofis_metin_düzenleme,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,"[""çalışma"", ""kitabını"", ""aç"", ""ardından"", ""sonuç"", ""sütununu"", ""seç"", ""ve"", ""formülü"", ""aşağı"", ""kopyala""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""I-TASK""]","[""AÇ"",""AÇ"",""AÇ"",""O"",""SEÇ"",""SEÇ"",""SEÇ"",""O"",""KOPYALA"",""KOPYALA"",""KOPYALA""]",
CK-3628,tarayıcı_internet,önceki sekmeye geç içerik orada kaldı,"[""önceki"", ""sekmeye"", ""geç"", ""içerik"", ""orada"", ""kaldı""]","[""B-TASK"",""I-TASK"",""I-TASK"",""O"",""O"",""O""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""O"",""O"",""O""]",
CK-2707,temel_bilgisayar,dosyayı açma sadece adını göster,"[""dosyayı"", ""açma"", ""sadece"", ""adını"", ""göster""]","[""O"",""O"",""O"",""B-TASK"",""I-TASK""]","[""O"",""O"",""O"",""DİĞER"",""DİĞER""]",
CK-1658,tarayıcı_internet,adres satırını seç gizli mod yaz enter bas,"[""adres"", ""satırını"", ""seç"", ""gizli"", ""mod"", ""yaz"", ""enter"", ""bas""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""SEÇ"",""YAZ"",""YAZ"",""YAZ"",""ENTER"",""ENTER""]",
CK-3274,ofis_metin_düzenleme,dipnotu bul cümleyi seç kes alta yapıştır,"[""dipnotu"", ""bul"", ""cümleyi"", ""seç"", ""kes"", ""alta"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK""]","[""BUL"",""BUL"",""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2545,tarayıcı_internet,önceki sekmeye geç form alanını seç boşluğu sil,"[""önceki"", ""sekmeye"", ""geç"", ""form"", ""alanını"", ""seç"", ""boşluğu"", ""sil""]","[""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK""]","[""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEKME_DEĞİŞTİR"",""SEÇ"",""SEÇ"",""SEÇ"",""SİL"",""SİL""]",
CK-1879,temel_bilgisayar,dosyayı seç kes arşiv klasörüne yapıştır,"[""dosyayı"", ""seç"", ""kes"", ""arşiv"", ""klasörüne"", ""yapıştır""]","[""B-TASK"",""I-TASK"",""B-TASK"",""B-TASK"",""I-TASK"",""I-TASK""]","[""SEÇ"",""SEÇ"",""KES"",""YAPIŞTIR"",""YAPIŞTIR"",""YAPIŞTIR""]",
CK-2584,dosya_yazılım_geliştirme,test klasöründe yeni dosya oluştur adını login_test.py yap içine taslak yaz kaydet,"[""test"", ""klasöründe"", ""yeni"", ""dosya"", ""oluştur"", ""adını"", ""login_test.py"", ""yap"", ""içine"", ""taslak"", ""yaz"", ""kaydet""]","[""B-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""I-TASK"",""B-TASK"",""I-TASK"",""I-TASK"",""O"",""B-TASK"",""I-TASK"",""B-TASK""]","[""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİ_OLUŞTUR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""YENİDEN_ADLANDIR"",""O"",""YAZ"",""YAZ"",""KAYDET""]",
