id,domain,task_count,raw_command,tokens_json,token_count,annotator_boundary_labels_json,annotator_task_token_labels_json,annotator_note
CK-3552,tarayıcı_internet,5,adres satırına geç mevcut adresi seç sil yeni adresi yapıştır enter bas,"[""adres"", ""satırına"", ""geç"", ""mevcut"", ""adresi"", ""seç"", ""sil"", ""yeni"", ""adresi"", ""yapıştır"", ""enter"", ""bas""]",12,,,
CK-3554,ofis_metin_düzenleme,1,başlık çok büyük puntoyu biraz azalt,"[""başlık"", ""çok"", ""büyük"", ""puntoyu"", ""biraz"", ""azalt""]",6,,,
CK-3563,ofis_metin_düzenleme,2,tablo başlığını seç ve rengini gri yap,"[""tablo"", ""başlığını"", ""seç"", ""ve"", ""rengini"", ""gri"", ""yap""]",7,,,
CK-3568,ofis_metin_düzenleme,2,boş satırı sil ardından belgeyi kaydet,"[""boş"", ""satırı"", ""sil"", ""ardından"", ""belgeyi"", ""kaydet""]",6,,,
CK-3571,ofis_metin_düzenleme,3,dipnotu bul seçili dipnotu sil belgeyi kaydet,"[""dipnotu"", ""bul"", ""seçili"", ""dipnotu"", ""sil"", ""belgeyi"", ""kaydet""]",7,,,
CK-3572,ofis_metin_düzenleme,3,Excel'de B sütununu seç genişliğini artır dosyayı kaydet,"[""Excel'de"", ""B"", ""sütununu"", ""seç"", ""genişliğini"", ""artır"", ""dosyayı"", ""kaydet""]",8,,,
CK-3589,dosya_yazılım_geliştirme,2,hata satırını bul onu seç,"[""hata"", ""satırını"", ""bul"", ""onu"", ""seç""]",5,,,
CK-3591,dosya_yazılım_geliştirme,2,deployment arşivini indir proje dizinine yükle,"[""deployment"", ""arşivini"", ""indir"", ""proje"", ""dizinine"", ""yükle""]",6,,,
CK-3593,dosya_yazılım_geliştirme,2,src klasörüne geç yeni helper dosyası oluştur,"[""src"", ""klasörüne"", ""geç"", ""yeni"", ""helper"", ""dosyası"", ""oluştur""]",7,,,
CK-3595,dosya_yazılım_geliştirme,1,branch değiştirme sadece değişiklikleri kaydet,"[""branch"", ""değiştirme"", ""sadece"", ""değişiklikleri"", ""kaydet""]",5,,,
CK-3602,dosya_yazılım_geliştirme,5,api dosyasını bul route satırını seç endpoint adını güncelle kaydet ve repoya yükle,"[""api"", ""dosyasını"", ""bul"", ""route"", ""satırını"", ""seç"", ""endpoint"", ""adını"", ""güncelle"", ""kaydet"", ""ve"", ""repoya"", ""yükle""]",13,,,
CK-3607,temel_bilgisayar,1,fare imlecini biraz büyütür müsün,"[""fare"", ""imlecini"", ""biraz"", ""büyütür"", ""müsün""]",5,,,
CK-3617,temel_bilgisayar,1,simgelerin görünümünü liste olarak değiştir,"[""simgelerin"", ""görünümünü"", ""liste"", ""olarak"", ""değiştir""]",5,,,
CK-3625,temel_bilgisayar,3,indirilenler klasörüne git geçici ekran görüntüsünü sil sonra masaüstüne geç,"[""indirilenler"", ""klasörüne"", ""git"", ""geçici"", ""ekran"", ""görüntüsünü"", ""sil"", ""sonra"", ""masaüstüne"", ""geç""]",10,,,
CK-3628,tarayıcı_internet,1,önceki sekmeye geç içerik orada kaldı,"[""önceki"", ""sekmeye"", ""geç"", ""içerik"", ""orada"", ""kaldı""]",6,,,
CK-3631,tarayıcı_internet,2,reklam sekmesini kapatma sağdaki sekmeye geç sayfayı aşağı kaydır,"[""reklam"", ""sekmesini"", ""kapatma"", ""sağdaki"", ""sekmeye"", ""geç"", ""sayfayı"", ""aşağı"", ""kaydır""]",9,,,
CK-3633,tarayıcı_internet,3,adres satırını seç eski adresi sil yeni adresi yaz,"[""adres"", ""satırını"", ""seç"", ""eski"", ""adresi"", ""sil"", ""yeni"", ""adresi"", ""yaz""]",9,,,
CK-3643,ofis_metin_düzenleme,2,son cümleyi kes sonuç bölümüne yapıştır,"[""son"", ""cümleyi"", ""kes"", ""sonuç"", ""bölümüne"", ""yapıştır""]",6,,,
CK-3652,dosya_yazılım_geliştirme,1,proje loglarında timeout hatasını ara,"[""proje"", ""loglarında"", ""timeout"", ""hatasını"", ""ara""]",5,,,
CK-3658,dosya_yazılım_geliştirme,2,log dosyasını açma sadece error satırlarını ara ve çıktıyı yazdır,"[""log"", ""dosyasını"", ""açma"", ""sadece"", ""error"", ""satırlarını"", ""ara"", ""ve"", ""çıktıyı"", ""yazdır""]",10,,,
CK-3662,dosya_yazılım_geliştirme,2,dist klasörünü küçült demiyorum arşiv dosyasını sıkıştır sonra hedefe taşı,"[""dist"", ""klasörünü"", ""küçült"", ""demiyorum"", ""arşiv"", ""dosyasını"", ""sıkıştır"", ""sonra"", ""hedefe"", ""taşı""]",10,,,
CK-3667,dosya_yazılım_geliştirme,2,yanlış dosyayı silme geçici cache klasörünü sil sonra test klasörüne geç,"[""yanlış"", ""dosyayı"", ""silme"", ""geçici"", ""cache"", ""klasörünü"", ""sil"", ""sonra"", ""test"", ""klasörüne"", ""geç""]",11,,,
CK-3668,dosya_yazılım_geliştirme,3,VS Code içinde test sekmesine geç failed ifadesini ara sonucu yazdır,"[""VS"", ""Code"", ""içinde"", ""test"", ""sekmesine"", ""geç"", ""failed"", ""ifadesini"", ""ara"", ""sonucu"", ""yazdır""]",11,,,
CK-3680,dosya_yazılım_geliştirme,4,terminalde git pull yaz enter bas çakışma dosyasını bul çıktıyı yazdır,"[""terminalde"", ""git"", ""pull"", ""yaz"", ""enter"", ""bas"", ""çakışma"", ""dosyasını"", ""bul"", ""çıktıyı"", ""yazdır""]",11,,,
CK-3693,dosya_yazılım_geliştirme,3,boş migration dosyasını sil yeni migration oluştur adını add_index yap,"[""boş"", ""migration"", ""dosyasını"", ""sil"", ""yeni"", ""migration"", ""oluştur"", ""adını"", ""add_index"", ""yap""]",10,,,
CK-3701,dosya_yazılım_geliştirme,5,terminal sekmesine geç pip install komutunu yaz boşluk bırak paket adını yapıştır enter bas,"[""terminal"", ""sekmesine"", ""geç"", ""pip"", ""install"", ""komutunu"", ""yaz"", ""boşluk"", ""bırak"", ""paket"", ""adını"", ""yapıştır"", ""enter"", ""bas""]",14,,,
CK-3711,temel_bilgisayar,1,imleç boyutunu büyük yapma orta ayara getir,"[""imleç"", ""boyutunu"", ""büyük"", ""yapma"", ""orta"", ""ayara"", ""getir""]",7,,,
CK-3722,temel_bilgisayar,1,bu kısayolun adını değiştirme sadece başka klasöre taşı,"[""bu"", ""kısayolun"", ""adını"", ""değiştirme"", ""sadece"", ""başka"", ""klasöre"", ""taşı""]",8,,,
CK-3723,temel_bilgisayar,1,ekran parlaklığını düşürme gece ışığını aç,"[""ekran"", ""parlaklığını"", ""düşürme"", ""gece"", ""ışığını"", ""aç""]",6,,,
CK-3726,temel_bilgisayar,1,masaüstündeki dağınık simgeleri ada göre sırala,"[""masaüstündeki"", ""dağınık"", ""simgeleri"", ""ada"", ""göre"", ""sırala""]",6,,,
CK-3730,temel_bilgisayar,1,açık pencereyi tam ekran yapma sadece biraz büyüt,"[""açık"", ""pencereyi"", ""tam"", ""ekran"", ""yapma"", ""sadece"", ""biraz"", ""büyüt""]",8,,,
CK-3732,temel_bilgisayar,1,bu ekran görüntüsünü kaydetme panoya al,"[""bu"", ""ekran"", ""görüntüsünü"", ""kaydetme"", ""panoya"", ""al""]",6,,,
CK-3733,temel_bilgisayar,2,klasördeki son indirilen öğeyi bul ve klasörde göster,"[""klasördeki"", ""son"", ""indirilen"", ""öğeyi"", ""bul"", ""ve"", ""klasörde"", ""göster""]",8,,,
CK-3735,temel_bilgisayar,2,şu boş alana bir boşluk bırak sonra bekle,"[""şu"", ""boş"", ""alana"", ""bir"", ""boşluk"", ""bırak"", ""sonra"", ""bekle""]",8,,,
CK-3739,temel_bilgisayar,1,ekran okuyucunun sesini hızlandırma sadece seviyesini azalt,"[""ekran"", ""okuyucunun"", ""sesini"", ""hızlandırma"", ""sadece"", ""seviyesini"", ""azalt""]",7,,,
CK-3740,temel_bilgisayar,2,görev çubuğundan takvimi göster ve bugünün tarihini seç,"[""görev"", ""çubuğundan"", ""takvimi"", ""göster"", ""ve"", ""bugünün"", ""tarihini"", ""seç""]",8,,,
CK-3750,temel_bilgisayar,2,şu açık listeyi aşağı indir en sondaki öğeyi göster,"[""şu"", ""açık"", ""listeyi"", ""aşağı"", ""indir"", ""en"", ""sondaki"", ""öğeyi"", ""göster""]",9,,,
CK-3752,temel_bilgisayar,2,son kullandığım klasörü aç ve görünümü listeye çevir,"[""son"", ""kullandığım"", ""klasörü"", ""aç"", ""ve"", ""görünümü"", ""listeye"", ""çevir""]",8,,,
CK-3758,tarayıcı_internet,1,yanlış oldu geri dön önceki sayfaya git,"[""yanlış"", ""oldu"", ""geri"", ""dön"", ""önceki"", ""sayfaya"", ""git""]",7,,,
CK-3759,tarayıcı_internet,1,sağdaki sekmeye değil soldaki sekmeye geç,"[""sağdaki"", ""sekmeye"", ""değil"", ""soldaki"", ""sekmeye"", ""geç""]",6,,,
CK-3762,tarayıcı_internet,1,sayfayı biraz aşağı kaydır formun devamı görünsün,"[""sayfayı"", ""biraz"", ""aşağı"", ""kaydır"", ""formun"", ""devamı"", ""görünsün""]",7,,,
CK-3766,tarayıcı_internet,1,sekmeleri karıştırdım toplantı sekmesine dön,"[""sekmeleri"", ""karıştırdım"", ""toplantı"", ""sekmesine"", ""dön""]",5,,,
CK-3767,tarayıcı_internet,2,açık sayfada iletişim kısmını ara ve oraya git,"[""açık"", ""sayfada"", ""iletişim"", ""kısmını"", ""ara"", ""ve"", ""oraya"", ""git""]",8,,,
CK-3770,tarayıcı_internet,1,tarayıcıda geçmişe girme sadece son kapatılan sekmeyi geri getir,"[""tarayıcıda"", ""geçmişe"", ""girme"", ""sadece"", ""son"", ""kapatılan"", ""sekmeyi"", ""geri"", ""getir""]",9,,,
CK-3771,tarayıcı_internet,2,sayfanın üstündeki menüyü göster ve başvurular kısmına geç,"[""sayfanın"", ""üstündeki"", ""menüyü"", ""göster"", ""ve"", ""başvurular"", ""kısmına"", ""geç""]",8,,,
CK-3780,tarayıcı_internet,1,sekmeyi yenilemeden adres çubuğuna yeni sorguyu yaz,"[""sekmeyi"", ""yenilemeden"", ""adres"", ""çubuğuna"", ""yeni"", ""sorguyu"", ""yaz""]",7,,,
CK-3787,tarayıcı_internet,1,bağlantıyı yeni pencerede değil aynı sekmede aç,"[""bağlantıyı"", ""yeni"", ""pencerede"", ""değil"", ""aynı"", ""sekmede"", ""aç""]",7,,,
CK-3789,tarayıcı_internet,2,açık sekmeleri listele ve içinde başvuru geçeni bul,"[""açık"", ""sekmeleri"", ""listele"", ""ve"", ""içinde"", ""başvuru"", ""geçeni"", ""bul""]",8,,,
CK-3790,tarayıcı_internet,2,sayfayı yukarı kaydır başlığı tekrar görmek istiyorum,"[""sayfayı"", ""yukarı"", ""kaydır"", ""başlığı"", ""tekrar"", ""görmek"", ""istiyorum""]",7,,,
CK-3793,tarayıcı_internet,2,yanlış sayfa açıldı geri git ve aramayı yinele,"[""yanlış"", ""sayfa"", ""açıldı"", ""geri"", ""git"", ""ve"", ""aramayı"", ""yinele""]",8,,,
CK-3794,tarayıcı_internet,2,tarayıcıdaki büyütmeyi 100 yap sonra sayfayı yenile,"[""tarayıcıdaki"", ""büyütmeyi"", ""100"", ""yap"", ""sonra"", ""sayfayı"", ""yenile""]",7,,,
CK-3805,ofis_metin_düzenleme,1,Word'de son paragrafın altına boş satır ekle,"[""Word'de"", ""son"", ""paragrafın"", ""altına"", ""boş"", ""satır"", ""ekle""]",7,,,
CK-3806,ofis_metin_düzenleme,1,tabloyu seçmeden toplam satırını bul,"[""tabloyu"", ""seçmeden"", ""toplam"", ""satırını"", ""bul""]",5,,,
CK-3812,ofis_metin_düzenleme,1,Excel'de oran sütununu yüzde biçimine değiştir,"[""Excel'de"", ""oran"", ""sütununu"", ""yüzde"", ""biçimine"", ""değiştir""]",6,,,
CK-3821,ofis_metin_düzenleme,1,sunum notları bölümüne kısa bir boşluk bırak,"[""sunum"", ""notları"", ""bölümüne"", ""kısa"", ""bir"", ""boşluk"", ""bırak""]",7,,,
CK-3822,ofis_metin_düzenleme,1,belgedeki çift boşlukları tek boşluğa çevir,"[""belgedeki"", ""çift"", ""boşlukları"", ""tek"", ""boşluğa"", ""çevir""]",6,,,
CK-3825,ofis_metin_düzenleme,2,açık olan metinde sonuç başlığını bul ve altını çiz,"[""açık"", ""olan"", ""metinde"", ""sonuç"", ""başlığını"", ""bul"", ""ve"", ""altını"", ""çiz""]",9,,,
CK-3828,ofis_metin_düzenleme,2,Excel'deki filtreyi temizle sonra tabloyu en üste kaydır,"[""Excel'deki"", ""filtreyi"", ""temizle"", ""sonra"", ""tabloyu"", ""en"", ""üste"", ""kaydır""]",8,,,
CK-3829,ofis_metin_düzenleme,1,paragrafı seçmeden önce imleci giriş kısmına götür,"[""paragrafı"", ""seçmeden"", ""önce"", ""imleci"", ""giriş"", ""kısmına"", ""götür""]",7,,,
CK-3837,ofis_metin_düzenleme,2,metindeki yanlış virgülü sil yerine nokta koy,"[""metindeki"", ""yanlış"", ""virgülü"", ""sil"", ""yerine"", ""nokta"", ""koy""]",7,,,
CK-3840,ofis_metin_düzenleme,2,tablo başlığını kesip sayfanın üstüne yapıştır,"[""tablo"", ""başlığını"", ""kesip"", ""sayfanın"", ""üstüne"", ""yapıştır""]",6,,,
CK-3844,ofis_metin_düzenleme,1,seçili metni kalın yapma sadece italik yap,"[""seçili"", ""metni"", ""kalın"", ""yapma"", ""sadece"", ""italik"", ""yap""]",7,,,
CK-3848,ofis_metin_düzenleme,1,slayttaki resmi taşımadan önce kılavuz çizgileri göster,"[""slayttaki"", ""resmi"", ""taşımadan"", ""önce"", ""kılavuz"", ""çizgileri"", ""göster""]",7,,,
CK-3851,ofis_metin_düzenleme,1,yazdırmadan önce kenar boşluklarını dar yap,"[""yazdırmadan"", ""önce"", ""kenar"", ""boşluklarını"", ""dar"", ""yap""]",6,,,
CK-3861,dosya_yazılım_geliştirme,1,git commit gönderme sadece değişen dosyaları listele,"[""git"", ""commit"", ""gönderme"", ""sadece"", ""değişen"", ""dosyaları"", ""listele""]",7,,,
CK-3865,dosya_yazılım_geliştirme,1,migration dosyasının adının başına yeni ekle,"[""migration"", ""dosyasının"", ""adının"", ""başına"", ""yeni"", ""ekle""]",6,,,
CK-3867,dosya_yazılım_geliştirme,2,test klasörüne git ve en son oluşturulan dosyayı aç,"[""test"", ""klasörüne"", ""git"", ""ve"", ""en"", ""son"", ""oluşturulan"", ""dosyayı"", ""aç""]",9,,,
CK-3878,dosya_yazılım_geliştirme,1,package-lock dosyasını silme sadece eski kopyasını oluştur,"[""package-lock"", ""dosyasını"", ""silme"", ""sadece"", ""eski"", ""kopyasını"", ""oluştur""]",7,,,
CK-3884,dosya_yazılım_geliştirme,1,Dockerfile içindeki port satırını bul ama değiştirme,"[""Dockerfile"", ""içindeki"", ""port"", ""satırını"", ""bul"", ""ama"", ""değiştirme""]",7,,,
CK-3889,dosya_yazılım_geliştirme,1,proje klasöründe temp_outputs diye yeni klasör oluştur,"[""proje"", ""klasöründe"", ""temp_outputs"", ""diye"", ""yeni"", ""klasör"", ""oluştur""]",7,,,
CK-3892,dosya_yazılım_geliştirme,1,terminalde komutun sonuna çift tire ekleme tek boşluk bırak,"[""terminalde"", ""komutun"", ""sonuna"", ""çift"", ""tire"", ""ekleme"", ""tek"", ""boşluk"", ""bırak""]",9,,,
